outer_fold,inner_fold,analysis_variant,information_protocol,approximation,rho_prior,hu_tau,model,alpha,training_block_hash,grammar_fit_hash,validation_scoreable_roots,pooled_root_balanced_mean_log_density,selected_alpha
0,0,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.1,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,8e14e53b1515d3d141772676956c00017c8b917557e5a2d0269270dcfa9a639a,139,-0.3191538834218341,0.01
0,1,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.0,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,a3e489be9d828ffb5f14c14a7f3082c0f7206d837e6362e8614996b2260d6a85,136,-0.3180008166699528,0.01
0,1,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.0001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,c6c2a9f969a8a894de87c139be8b4d4444380a26a63b18fbc60e11676b16ce8a,136,-0.3172095389505577,0.01
0,1,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,a19a1c909280c4c1a7bee1fcf285c1862c157c198e78b435cb5ac1c02a1c59ad,136,-0.31362875493018316,0.01
0,1,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.01,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,46dc0b2dfe2250f2d2e1aa055110fda26d14bcee285ec4ad55c067d5e6c7ab10,136,-0.2989410584864997,0.01
0,1,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.1,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,03b1020acde69d848684c53e6a1d0f15130c9685ed3415fc5d96e8cbf7b98cb2,136,-0.3191538834218341,0.01
0,2,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.0,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,7fe02b32115214f4a5f9acb9bf6f21196d3771ebc5a0331afb2f8f4ef9f60425,138,-0.3180008166699528,0.01
0,2,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.0001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,968ff4d0bffaaa2562ebf27a02f0bf8697aeddd25f9e9bb0055c7ba790634e3e,138,-0.3172095389505577,0.01
0,2,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,a1c9712716fcdbc3beae26bdfdc5e500bf4664470c740812622e02b338026ba8,138,-0.31362875493018316,0.01
0,2,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.01,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,d1f45fdfd457d18a1238baf2783952431e95969dc74db7224ed5c51c8dfc5d12,138,-0.2989410584864997,0.01
0,2,all_strict,side_informed,laplace,uniform,20.0,retention_bounded_plus_HU,0.1,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,3d9fc2aa60d1ef9e3abdc48aa03bdcdbc1491cc95d04985e1531b14b9404a319,138,-0.3191538834218341,0.01
