setting	metric	analysis_variant	information_protocol	approximation	regularization_view	model_a	model_b	roots	mean_log_score_a_minus_b	root_wins_a	root_ties	replicates	seed	conditional_95_lower	conditional_95_upper
uniform20	joint	all_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.04548731434001039	69	0	5000	2026092007	-0.08067541883633711	-0.015099538988071686
uniform20	joint	all_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.24516595335180938	35	0	5000	2026092007	-0.3284040830993841	-0.16123180609169666
uniform20	joint	all_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.27584330485597924	31	0	5000	2026092007	-0.35427201179311807	-0.19872698601082864
uniform20	joint	all_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.26913013383221307	40	0	5000	2026092007	-0.34958473605699286	-0.18863456133729842
uniform20	joint	all_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.03067735150416989	284	0	5000	2026092007	-0.06737682383282163	0.00237288182118594
uniform20	joint	all_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.023964180480403673	364	0	5000	2026092007	-0.054395640681633405	0.0031406210283786685
uniform20	joint	all_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.006713171023766238	371	0	5000	2026092007	-0.015708977157634918	0.027972836985038222
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	-2.094140204682967e-09	89	0	5000	2026092007	-8.146439442469067e-09	3.464478305625906e-09
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.22364281739806244	480	0	5000	2026092007	0.13571546334563395	0.31113609714828516
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.02152313595374693	72	0	5000	2026092007	-0.03578993768926424	-0.0082256860945902
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.04320270895117657	69	0	5000	2026092007	-0.08519017474417596	-0.006567182794693411
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.03693310078998025	70	0	5000	2026092007	-0.06989335242757967	-0.008255947461484845
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.22364281949220263	480	0	5000	2026092007	0.13571547107702667	0.3111360941159289
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.021523133859606726	72	0	5000	2026092007	-0.0357899348482329	-0.00822568779589203
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.04320270685703636	69	0	5000	2026092007	-0.08519017387365212	-0.0065671794718492795
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.03693309869584005	70	0	5000	2026092007	-0.06989335115345473	-0.008255946744106658
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.24516595335180938	35	0	5000	2026092007	-0.3284040830993841	-0.16123180609169666
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.26684552634923897	35	0	5000	2026092007	-0.34716242028680433	-0.1877610544035598
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.26057591818804277	41	0	5000	2026092007	-0.34210656362887265	-0.17826516498766648
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.02167957299742963	138	0	5000	2026092007	-0.054035211987804886	0.0076728519795229095
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.01540996483623332	363	0	5000	2026092007	-0.042775551145536196	0.00953952655919679
uniform20	joint	all_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.006269608161196314	442	0	5000	2026092007	-0.010344778935672545	0.02253485879039774
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	2.9026088193459507e-09	94	0	5000	2026092007	-5.275884409905451e-09	1.1013285269867437e-08
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.2057068330783406	478	0	5000	2026092007	0.12289998297178821	0.2872302066875305
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.04008518324582316	63	0	5000	2026092007	-0.058006852047019476	-0.023136507138023326
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.0783063938307832	66	0	5000	2026092007	-0.1294677384176678	-0.032712350539645274
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.059091539827169304	82	0	5000	2026092007	-0.09982730243093271	-0.02438168280056475
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.20570683017573177	478	0	5000	2026092007	0.12289998642361943	0.2872302030905897
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.04008518614843197	63	0	5000	2026092007	-0.05800685943588264	-0.02313651087246015
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.07830639673339201	66	0	5000	2026092007	-0.1294677423885182	-0.03271235434977103
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.05909154272977812	82	0	5000	2026092007	-0.09982730623753043	-0.024381686931050143
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.24579201632416375	35	0	5000	2026092007	-0.3236981092417705	-0.1676113774755301
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.28401322690912384	30	0	5000	2026092007	-0.35744930569901284	-0.21171629624703406
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.26479837290550995	41	0	5000	2026092007	-0.3395560474560486	-0.18979921517115517
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.038221210584960044	284	0	5000	2026092007	-0.07875930831343862	-0.0017392697266661076
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.019006356581346143	370	0	5000	2026092007	-0.05474303124361026	0.012140620227586487
uniform20	joint	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.019214854003613908	374	0	5000	2026092007	-0.005099677773897447	0.0425075011918939
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	2.9026088193459507e-09	94	0	5000	2026092007	-5.275884409905451e-09	1.1013285269867437e-08
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.2057068330783406	478	0	5000	2026092007	0.12289998297178821	0.2872302066875305
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.04008518324582316	63	0	5000	2026092007	-0.058006852047019476	-0.023136507138023326
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.07273863153563719	67	0	5000	2026092007	-0.12115742245375027	-0.029354275726713872
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.05103831628547463	80	0	5000	2026092007	-0.0887289947781541	-0.018653710174828027
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.20570683017573177	478	0	5000	2026092007	0.12289998642361943	0.2872302030905897
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.04008518614843197	63	0	5000	2026092007	-0.05800685943588264	-0.02313651087246015
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.072738634438246	67	0	5000	2026092007	-0.1211574196213108	-0.02935427431291422
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.05103831918808346	80	0	5000	2026092007	-0.08872900029824694	-0.018653711761720444
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.24579201632416375	35	0	5000	2026092007	-0.3236981092417705	-0.1676113774755301
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.2784454646139778	32	0	5000	2026092007	-0.35419711796632447	-0.202558017568583
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.2567451493638152	41	0	5000	2026092007	-0.33110335267549684	-0.1812492172939332
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.03265344828981402	147	0	5000	2026092007	-0.07065850448656448	0.0011075098636632477
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.010953133039651475	369	0	5000	2026092007	-0.04380020548206669	0.01888038603071967
uniform20	joint	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.02170031525016256	447	0	5000	2026092007	0.003083128477511404	0.040474456602589005
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	4.6476030326712814e-10	311	0	5000	2026092007	-4.4904601564921265e-10	1.3530366951841618e-09
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.2577646950680084	480	0	5000	2026092007	0.17115182880702262	0.3448992203035378
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.006587988121334714	82	0	5000	2026092007	-0.021137607110119607	0.007978271627832033
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.03276933757468831	80	0	5000	2026092007	-0.07363852278602354	0.0041828063789113605
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.039650786299514074	66	0	5000	2026092007	-0.07079029952610524	-0.013036504879351745
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.25776469460324813	480	0	5000	2026092007	0.17115182745962496	0.3448992207041912
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.006587988586095021	82	0	5000	2026092007	-0.021137606887806835	0.007978271310732065
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.032769338039448606	80	0	5000	2026092007	-0.07363852266748969	0.004182806113416544
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.03965078676427438	66	0	5000	2026092007	-0.07079030070355706	-0.013036505314001039
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.26435268318934313	35	0	5000	2026092007	-0.3490287396133601	-0.17894288389377133
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.29053403264269667	33	0	5000	2026092007	-0.3714524391579915	-0.21033602449962827
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.2974154813675225	40	0	5000	2026092007	-0.3787155110866869	-0.21642601775211956
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.02618134945335359	274	0	5000	2026092007	-0.05923744462314113	0.0040245081369810936
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.03306279817817937	418	0	5000	2026092007	-0.061067811022047495	-0.007473895961052388
uniform20	joint	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	-0.006881448724825774	424	0	5000	2026092007	-0.02804761742261216	0.012918292524115665
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	4.6476030326712814e-10	311	0	5000	2026092007	-4.4904601564921265e-10	1.3530366951841618e-09
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.2577646950680084	480	0	5000	2026092007	0.17115182880702262	0.3448992203035378
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.006587988121334714	82	0	5000	2026092007	-0.021137607110119607	0.007978271627832033
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.025900911481651117	77	0	5000	2026092007	-0.06321529306643134	0.008020799189118516
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.03168909603771734	69	0	5000	2026092007	-0.0602291287047886	-0.0070349866470235615
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.25776469460324813	480	0	5000	2026092007	0.17115182745962496	0.3448992207041912
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.006587988586095021	82	0	5000	2026092007	-0.021137606887806835	0.007978271310732065
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.025900911946411424	77	0	5000	2026092007	-0.06321529229255936	0.00802079928632899
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.03168909650247765	69	0	5000	2026092007	-0.060229129914052985	-0.007034987395284515
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.26435268318934313	35	0	5000	2026092007	-0.3490287396133601	-0.17894288389377133
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.28366560654965955	34	0	5000	2026092007	-0.3670374948734193	-0.202548199921376
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.2894537911057257	40	0	5000	2026092007	-0.3712627550694346	-0.2070387098625064
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.019312923360316404	140	0	5000	2026092007	-0.04865437268427354	0.007088843345665109
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.02510110791638263	418	0	5000	2026092007	-0.050032766530177804	-0.00177350843932222
uniform20	joint	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	-0.005788184556066234	428	0	5000	2026092007	-0.022895918572220307	0.01068971079884057
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	1.0623290929916946e-09	306	0	5000	2026092007	-2.54631704610375e-11	2.1613841216794322e-09
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.29026976434699786	480	0	5000	2026092007	0.20420100634781677	0.37753460219062107
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.019717907447807537	63	0	5000	2026092007	-0.039208906340901246	-0.00010749283500462865
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.05068854263452093	67	0	5000	2026092007	-0.09588342843754732	-0.009132449869937127
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.0501744177916849	74	0	5000	2026092007	-0.08591741006247197	-0.019752924790388045
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.29026976328466875	480	0	5000	2026092007	0.2042010040306033	0.37753460145840634
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.01971790851013663	63	0	5000	2026092007	-0.03920890763188909	-0.00010749408189317108
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.050688543696850025	67	0	5000	2026092007	-0.09588342878180992	-0.009132450899251993
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.050174418854014004	74	0	5000	2026092007	-0.08591741103969175	-0.019752925973776685
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.3099876717948054	36	0	5000	2026092007	-0.39455088917566067	-0.22471011408431146
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.34095830698151874	32	0	5000	2026092007	-0.4221664779942292	-0.26015947995953925
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.3404441821386827	40	0	5000	2026092007	-0.42167327123739445	-0.26067821606088154
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.03097063518671341	278	0	5000	2026092007	-0.06627655596017627	0.0012888194727690456
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.030456510343877367	442	0	5000	2026092007	-0.06442571625988457	0.0002863226783933929
uniform20	joint	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.0005141248428360341	446	0	5000	2026092007	-0.02423901852110186	0.023596452037593505
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	1.0623290929916946e-09	306	0	5000	2026092007	-2.54631704610375e-11	2.1613841216794322e-09
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.29026976434699786	480	0	5000	2026092007	0.20420100634781677	0.37753460219062107
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.019717907447807537	63	0	5000	2026092007	-0.039208906340901246	-0.00010749283500462865
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.04686303796570956	67	0	5000	2026092007	-0.09072024769088595	-0.0071824932136808
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.042218578540305494	82	0	5000	2026092007	-0.07482473607412501	-0.014361331974493794
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.29026976328466875	480	0	5000	2026092007	0.2042010040306033	0.37753460145840634
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.01971790851013663	63	0	5000	2026092007	-0.03920890763188909	-0.00010749408189317108
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.04686303902803866	67	0	5000	2026092007	-0.09072024910875486	-0.007182492882663939
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.04221857960263458	82	0	5000	2026092007	-0.07482473707545145	-0.014361332275743668
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.3099876717948054	36	0	5000	2026092007	-0.39455088917566067	-0.22471011408431146
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.3371328023127074	34	0	5000	2026092007	-0.41941515973329097	-0.25438973475409093
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.33248834288730333	40	0	5000	2026092007	-0.4140489766916239	-0.2514490918507744
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.027145130517902037	149	0	5000	2026092007	-0.05997206874597899	0.0027313216249702688
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.022500671092497954	442	0	5000	2026092007	-0.053975683934339325	0.006323621144763296
uniform20	joint	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.004644459425404082	447	0	5000	2026092007	-0.015797057121903445	0.024630695638173127
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	338	-1.0188901513054603e-11	191	0	5000	2026092007	-4.14198178533276e-10	3.641867210579793e-10
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	338	0.23575383771094774	314	0	5000	2026092007	0.1297574555531829	0.33511419265881454
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	338	-0.023524730889555704	48	0	5000	2026092007	-0.040167646835689005	-0.008024271553765868
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	338	-0.035559751082053996	43	0	5000	2026092007	-0.08729525760231144	0.012638101140110153
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	338	-0.02960656784677091	45	0	5000	2026092007	-0.07546049650692577	0.011432751867342994
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	338	0.23575383772113664	314	0	5000	2026092007	0.12975745578393233	0.3351141928682417
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	338	-0.023524730879366802	48	0	5000	2026092007	-0.04016764662119701	-0.00802427169855544
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	338	-0.03555975107186509	43	0	5000	2026092007	-0.08729525767023492	0.012638101013844076
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	338	-0.029606567836582012	45	0	5000	2026092007	-0.07546049652799114	0.011432751903913003
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	338	-0.25927856860050347	23	0	5000	2026092007	-0.35375866619276886	-0.1590895912028571
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	338	-0.27131358879300177	22	0	5000	2026092007	-0.36733468278815007	-0.16928978521487176
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	338	-0.26536040555771867	26	0	5000	2026092007	-0.3598401729983912	-0.15921662867454128
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	338	-0.012035020192498292	45	0	5000	2026092007	-0.05407820999620984	0.03125066562278673
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	338	-0.006081836957215213	240	0	5000	2026092007	-0.04576544361556168	0.03193772711902996
uniform20	joint	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	338	0.005953183235283075	287	0	5000	2026092007	-0.013970801077815773	0.02343585374632355
uniform20	joint	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	338	-1.0188901513054603e-11	191	0	5000	2026092007	-4.14198178533276e-10	3.641867210579793e-10
