setting	metric	analysis_variant	information_protocol	approximation	regularization_view	model_a	model_b	roots	mean_log_score_a_minus_b	root_wins_a	root_ties	replicates	seed	conditional_95_lower	conditional_95_upper
uniform50	harmony	all_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.003403075642192653	336	0	5000	2026092007	-0.018411808425493194	0.024068568831128696
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	-1.557490529233462e-09	76	0	5000	2026092007	-4.438146573165769e-09	6.719625217366242e-10
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.1774309600012091	476	0	5000	2026092007	0.09901926255237807	0.25440020111893663
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.019165539275749075	108	0	5000	2026092007	-0.03159340214162228	-0.007675138317374836
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.05026798498984132	112	0	5000	2026092007	-0.09602853216929184	-0.008795286067179409
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.04397813019427502	58	0	5000	2026092007	-0.0811243655099472	-0.011843681000335622
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.17743096155869958	476	0	5000	2026092007	0.09901926816899544	0.2544002018482474
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.019165537718258546	108	0	5000	2026092007	-0.031593398090316194	-0.007675135703758419
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.0502679834323508	112	0	5000	2026092007	-0.09602852855317019	-0.008795284901684264
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.04397812863678449	58	0	5000	2026092007	-0.08112436362685671	-0.0118436803424974
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.1965964992769581	37	0	5000	2026092007	-0.26830652983677206	-0.12394008937229314
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.22769894499105037	36	0	5000	2026092007	-0.2943233069998173	-0.15920301037811577
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.22140909019548405	41	0	5000	2026092007	-0.2899068520910757	-0.15124368536014193
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.031102445714092247	140	0	5000	2026092007	-0.06854609680371401	0.0029730472032861418
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.024812590918525942	333	0	5000	2026092007	-0.05663810512134625	0.0030271635423986007
uniform50	harmony	all_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	0.006289854795566301	404	0	5000	2026092007	-0.00961956408130997	0.021673491750362966
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	3.462340282045587e-10	312	0	5000	2026092007	-4.945887081830858e-10	1.1947062110440053e-09
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.25760766147107306	480	0	5000	2026092007	0.17086427040327826	0.34466970469509184
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.00664944571961846	88	0	5000	2026092007	-0.01856756417321792	0.00534707447416091
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.03163623579786274	93	0	5000	2026092007	-0.07103108534908847	0.0038469588200704128
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.039019382988271095	54	0	5000	2026092007	-0.07062622900181072	-0.011987647280936155
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.257607661124839	480	0	5000	2026092007	0.170864269767736	0.3446697039735952
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.006649446065852488	88	0	5000	2026092007	-0.018567564919218946	0.005347074864794006
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.031636236144096774	93	0	5000	2026092007	-0.07103108502147848	0.003846957717504793
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.03901938333450513	54	0	5000	2026092007	-0.07062622974121362	-0.011987647164845246
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.2642571071906915	35	0	5000	2026092007	-0.34906370687734395	-0.1785406097989532
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.2892438972689358	33	0	5000	2026092007	-0.37019365870303234	-0.20951140304827437
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.2966270444593442	39	0	5000	2026092007	-0.3784757668041141	-0.2156813362525419
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.024986790078244277	289	0	5000	2026092007	-0.057705686246766884	0.004877629415533021
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.03236993726865264	414	0	5000	2026092007	-0.059914041932959745	-0.00787318573396231
uniform50	harmony	all_agreeing_offsets	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	-0.007383147190408354	417	0	5000	2026092007	-0.027624858266305643	0.01194002031818777
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	3.462340282045587e-10	312	0	5000	2026092007	-4.945887081830858e-10	1.1947062110440053e-09
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.25760766147107306	480	0	5000	2026092007	0.17086427040327826	0.34466970469509184
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.00664944571961846	88	0	5000	2026092007	-0.01856756417321792	0.00534707447416091
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.026351870203948337	93	0	5000	2026092007	-0.06301431575891775	0.006091516174839613
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.03133771886127023	55	0	5000	2026092007	-0.06005262370554651	-0.00680935121697344
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.257607661124839	480	0	5000	2026092007	0.170864269767736	0.3446697039735952
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.006649446065852488	88	0	5000	2026092007	-0.018567564919218946	0.005347074864794006
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.026351870550182375	93	0	5000	2026092007	-0.06301431538976068	0.006091516180448723
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.03133771920750425	55	0	5000	2026092007	-0.060052624132112625	-0.0068093515669889635
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.2642571071906915	35	0	5000	2026092007	-0.34906370687734395	-0.1785406097989532
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.28395953167502136	34	0	5000	2026092007	-0.3673631979046942	-0.20224933911509912
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.28894538033234324	40	0	5000	2026092007	-0.3711303520313194	-0.2059161812550629
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.019702424484329878	128	0	5000	2026092007	-0.04880306134710144	0.006816091739089992
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.02468827314165176	414	0	5000	2026092007	-0.04919213867456024	-0.0022209142168647038
uniform50	harmony	all_agreeing_offsets	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	-0.004985848657321885	423	0	5000	2026092007	-0.020759208671910914	0.01017692981859829
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	2.0919798858420126e-10	314	0	5000	2026092007	-6.054072333727678e-10	1.0384817179798222e-09
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.2890995763699786	480	0	5000	2026092007	0.20246301133405378	0.3746453822465704
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.011171599085020958	110	0	5000	2026092007	-0.024124740013106664	0.0019187049301870331
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.040247849305763805	115	0	5000	2026092007	-0.0834519420755394	-0.0008677347720862757
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.04687346071535575	56	0	5000	2026092007	-0.08312268128993436	-0.015819910231020837
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.2890995761607805	480	0	5000	2026092007	0.20246301065529532	0.3746453823660085
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.011171599294218943	110	0	5000	2026092007	-0.02412473986119889	0.0019187046348238112
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.040247849514961784	115	0	5000	2026092007	-0.08345194196071999	-0.0008677352185103684
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.046873460924553745	56	0	5000	2026092007	-0.08312268078900358	-0.015819910497258345
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.3002711754549995	36	0	5000	2026092007	-0.38295690736831295	-0.21687233041876391
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.3293474256757423	32	0	5000	2026092007	-0.4084945140143863	-0.24907948899663826
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.3359730370853343	39	0	5000	2026092007	-0.41642612049353356	-0.25631382974970846
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.029076250220742846	296	0	5000	2026092007	-0.06457170840758736	0.003107047655034274
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.035701861630334786	395	0	5000	2026092007	-0.0662094594099334	-0.008823768354785695
uniform50	harmony	all_agreeing_offsets	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	-0.006625611409591943	399	0	5000	2026092007	-0.027650754716571236	0.01318645820946777
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	515	2.0919798858420126e-10	314	0	5000	2026092007	-6.054072333727678e-10	1.0384817179798222e-09
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	515	0.2890995763699786	480	0	5000	2026092007	0.20246301133405378	0.3746453822465704
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	515	-0.011171599085020958	110	0	5000	2026092007	-0.024124740013106664	0.0019187049301870331
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	515	-0.038328736970871795	114	0	5000	2026092007	-0.07943422379670813	-0.0012429221821382511
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	515	-0.03859248661234984	56	0	5000	2026092007	-0.07071573371006494	-0.010852621493287105
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	515	0.2890995761607805	480	0	5000	2026092007	0.20246301065529532	0.3746453823660085
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	515	-0.011171599294218943	110	0	5000	2026092007	-0.02412473986119889	0.0019187046348238112
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	515	-0.03832873718006979	114	0	5000	2026092007	-0.0794342242139961	-0.00124292268082436
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	515	-0.03859248682154783	56	0	5000	2026092007	-0.07071573377302348	-0.010852622330882754
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	515	-0.3002711754549995	36	0	5000	2026092007	-0.38295690736831295	-0.21687233041876391
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	515	-0.3274283133408504	36	0	5000	2026092007	-0.4081415778592599	-0.246258790996368
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	515	-0.32769206298232834	39	0	5000	2026092007	-0.408296361471924	-0.24781192370219324
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	515	-0.027157137885850842	136	0	5000	2026092007	-0.06004851575427617	0.002631392219813335
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	515	-0.027420887527328873	395	0	5000	2026092007	-0.05462016778140128	-0.002675145970023729
uniform50	harmony	all_agreeing_offsets	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	515	-0.0002637496414780368	402	0	5000	2026092007	-0.016605918083016778	0.015725749608418018
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	338	-2.675855664440414e-11	193	0	5000	2026092007	-4.2311230630254216e-10	3.39227018697485e-10
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	338	0.23280681713413048	314	0	5000	2026092007	0.12840429843070544	0.3308057004952622
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	338	-0.017014553966154807	57	0	5000	2026092007	-0.03153554649954504	-0.0034303299207332602
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	338	-0.02623611322987654	58	0	5000	2026092007	-0.07781211601828164	0.022765797462798183
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	338	-0.028519874192176362	43	0	5000	2026092007	-0.07400620004627256	0.011136652498878064
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	338	0.23280681716088905	314	0	5000	2026092007	0.128404298685762	0.33080570061761894
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	338	-0.01701455393939625	57	0	5000	2026092007	-0.031535546872426296	-0.0034303299275905332
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	338	-0.026236113203117986	58	0	5000	2026092007	-0.07781211614399078	0.022765797409173272
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	338	-0.028519874165417805	43	0	5000	2026092007	-0.07400620002402092	0.011136652337042174
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	338	-0.24982137110028527	23	0	5000	2026092007	-0.34207687891118366	-0.1506379685359683
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	338	-0.259042930364007	22	0	5000	2026092007	-0.35241638915436907	-0.15704888270663753
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	338	-0.2613266913263068	25	0	5000	2026092007	-0.35482091206781313	-0.15743173442229652
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	338	-0.009221559263721731	136	0	5000	2026092007	-0.05240808380810304	0.03559492539533714
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	338	-0.011505320226021552	234	0	5000	2026092007	-0.051156754782978375	0.026125317734578057
uniform50	harmony	unrounded_strict	side_informed	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	338	-0.0022837609622998246	279	0	5000	2026092007	-0.02223146234466587	0.015323093161024969
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	338	-2.675855664440414e-11	193	0	5000	2026092007	-4.2311230630254216e-10	3.39227018697485e-10
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	338	0.23280681713413048	314	0	5000	2026092007	0.12840429843070544	0.3308057004952622
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	338	-0.017014553966154807	57	0	5000	2026092007	-0.03153554649954504	-0.0034303299207332602
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	338	-0.03953385846236757	57	0	5000	2026092007	-0.08677492613553703	0.0021591025717088933
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	338	-0.03124856047941114	45	0	5000	2026092007	-0.07160388348028737	0.0029648806844169125
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	338	0.23280681716088905	314	0	5000	2026092007	0.128404298685762	0.33080570061761894
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	338	-0.01701455393939625	57	0	5000	2026092007	-0.031535546872426296	-0.0034303299275905332
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	338	-0.03953385843560901	57	0	5000	2026092007	-0.0867749262228841	0.002159102906258454
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	338	-0.03124856045265259	45	0	5000	2026092007	-0.07160388370493607	0.002964880701855847
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	338	-0.24982137110028527	23	0	5000	2026092007	-0.34207687891118366	-0.1506379685359683
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	338	-0.27234067559649805	22	0	5000	2026092007	-0.36226383059143685	-0.17599611797571096
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	338	-0.2640553776135416	26	0	5000	2026092007	-0.3554424781560101	-0.16337339661347064
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	338	-0.02251930449621276	40	0	5000	2026092007	-0.06119849455706031	0.011693879778335236
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	338	-0.014234006513256332	276	0	5000	2026092007	-0.04893578960850418	0.01731446144055646
uniform50	harmony	unrounded_strict	side_informed	gh80	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	338	0.008285297982956422	280	0	5000	2026092007	-0.006619198074864262	0.022972978086209964
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	338	-2.027436892249473e-11	194	0	5000	2026092007	-4.2672623976058863e-10	3.6068358230667546e-10
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	338	0.20580004436004032	312	0	5000	2026092007	0.10925935954528622	0.29507119639490637
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	338	-0.015892575890818116	68	0	5000	2026092007	-0.029715654519150873	-0.002808320259200521
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	338	-0.02834447267435923	70	0	5000	2026092007	-0.08290423879050945	0.02317133729824799
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	338	-0.031094299399070994	43	0	5000	2026092007	-0.07907742429803705	0.011020146279255526
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	current_only	338	0.2058000443803147	312	0	5000	2026092007	0.10925935959376508	0.29507119622297434
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	input_plus_surface	338	-0.01589257587054375	68	0	5000	2026092007	-0.029715654676008837	-0.002808320513112068
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	HU_plus_surface	338	-0.028344472654084858	70	0	5000	2026092007	-0.08290423886757792	0.023171337227846915
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	retention_nonnegative	retention_bounded_plus_HU	338	-0.03109429937879663	43	0	5000	2026092007	-0.07907742432752661	0.011020146168463304
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	input_plus_surface	338	-0.2216926202508584	24	0	5000	2026092007	-0.3056740661439484	-0.12904269117008388
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	HU_plus_surface	338	-0.23414451703439954	22	0	5000	2026092007	-0.3176409382265761	-0.13844778649620956
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	current_only	retention_bounded_plus_HU	338	-0.23689434375911134	26	0	5000	2026092007	-0.3228201596456809	-0.13778630180246082
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	HU_plus_surface	338	-0.012451896783541121	133	0	5000	2026092007	-0.05856087919961106	0.035007138182804244
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	input_plus_surface	retention_bounded_plus_HU	338	-0.015201723508252886	224	0	5000	2026092007	-0.0575212875507286	0.024293611572997396
uniform50	harmony	unrounded_strict	wholly_unseen	laplace	alpha_zero_numeric_candidate_pending_separability	HU_plus_surface	retention_bounded_plus_HU	338	-0.0027498267247117692	267	0	5000	2026092007	-0.022371639699102375	0.014589044502679824
uniform50	harmony	unrounded_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_nonnegative	338	-2.027436892249473e-11	194	0	5000	2026092007	-4.2672623976058863e-10	3.6068358230667546e-10
uniform50	harmony	unrounded_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	current_only	338	0.20580004436004032	312	0	5000	2026092007	0.10925935954528622	0.29507119639490637
uniform50	harmony	unrounded_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	input_plus_surface	338	-0.015892575890818116	68	0	5000	2026092007	-0.029715654519150873	-0.002808320259200521
uniform50	harmony	unrounded_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	HU_plus_surface	338	-0.04008396898880611	70	0	5000	2026092007	-0.09132218472022995	0.00513894465791095
uniform50	harmony	unrounded_strict	wholly_unseen	gh80	alpha_zero_numeric_candidate_pending_separability	retention_bounded	retention_bounded_plus_HU	338	-0.03261740157793024	43	0	5000	2026092007	-0.07771288352412296	0.007201130737298127
