"speaker_split"	"tracker_id"	"start_offset_ms"	"end_offset_ms"	"paired_speaker_support"	"f1_20_positive_speakers"	"f1_20_zero_speakers"	"dress_minus_fleece_f1_20_median_hz"	"f2_20_positive_speakers"	"f2_20_zero_speakers"	"fleece_minus_dress_f2_20_median_hz"	"f1_30_positive_speakers"	"f1_30_zero_speakers"	"dress_minus_fleece_f1_30_median_hz"	"f2_30_positive_speakers"	"f2_30_zero_speakers"	"fleece_minus_dress_f2_30_median_hz"	"f1_40_positive_speakers"	"f1_40_zero_speakers"	"dress_minus_fleece_f1_40_median_hz"	"f2_40_positive_speakers"	"f2_40_zero_speakers"	"fleece_minus_dress_f2_40_median_hz"	"f1_50_positive_speakers"	"f1_50_zero_speakers"	"dress_minus_fleece_f1_50_median_hz"	"f2_50_positive_speakers"	"f2_50_zero_speakers"	"fleece_minus_dress_f2_50_median_hz"	"f1_60_positive_speakers"	"f1_60_zero_speakers"	"dress_minus_fleece_f1_60_median_hz"	"f2_60_positive_speakers"	"f2_60_zero_speakers"	"fleece_minus_dress_f2_60_median_hz"	"f1_70_positive_speakers"	"f1_70_zero_speakers"	"dress_minus_fleece_f1_70_median_hz"	"f2_70_positive_speakers"	"f2_70_zero_speakers"	"fleece_minus_dress_f2_70_median_hz"	"f1_80_positive_speakers"	"f1_80_zero_speakers"	"dress_minus_fleece_f1_80_median_hz"	"f2_80_positive_speakers"	"f2_80_zero_speakers"	"fleece_minus_dress_f2_80_median_hz"
"DEVELOPMENT_EVEN"	"T5500_W025"	-20	-20	46	45	0	"157 170984291799/1000000000000"	46	0	"404 27946993259/500000000000"	46	0	"202 35203832959/40000000000"	46	0	"495 35208479467/50000000000"	46	0	"222 959005330413/1000000000000"	46	0	"558 221552476493/250000000000"	46	0	"248 5684419963/100000000000"	46	0	"592 42052302301/1000000000000"	46	0	"264 204000230373/1000000000000"	46	0	"573 590373041999/1000000000000"	46	0	"269 171312191223/1000000000000"	46	0	"606 291118700649/500000000000"	46	0	"265 223062207027/250000000000"	46	0	"581 269663815259/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-20	-10	47	47	0	"171 14143873901/40000000000"	47	0	"415 82902018883/125000000000"	47	0	"202 96046404563/250000000000"	47	0	"519 695275076171/1000000000000"	47	0	"235 312444707203/500000000000"	47	0	"569 127588770383/1000000000000"	47	0	"260 35023924409/40000000000"	47	0	"591 543695282029/1000000000000"	47	0	"273 312792413/12500000000"	47	0	"605 92118191301/125000000000"	47	0	"271 704171234787/1000000000000"	47	0	"593 23440317083/500000000000"	47	0	"258 54568993069/100000000000"	47	0	"587 2126761953/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-20	0	47	46	0	"181 13957119171/125000000000"	47	0	"446 93446528647/250000000000"	47	0	"203 463255964433/500000000000"	47	0	"564 44011328541/100000000000"	47	0	"247 65273836709/100000000000"	47	0	"607 160134299547/1000000000000"	47	0	"268 18577465897/20000000000"	47	0	"606 45701772829/500000000000"	47	0	"274 5551080567/62500000000"	47	0	"620 3699124487/31250000000"	47	0	"268 95801908187/200000000000"	47	0	"605 277924101499/500000000000"	47	0	"244 502322515069/1000000000000"	47	0	"560 851323217993/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-20	10	47	47	0	"184 591343978839/1000000000000"	47	0	"509 112410623201/250000000000"	47	0	"222 765552710037/1000000000000"	47	0	"632 408231078271/1000000000000"	47	0	"264 257618938873/1000000000000"	47	0	"645 2131942309/20000000000"	47	0	"274 1621860537/1953125000"	47	0	"646 58874033969/200000000000"	47	0	"271 92856572097/250000000000"	47	0	"683 100165234253/125000000000"	47	0	"256 116934243999/125000000000"	47	0	"637 291129452297/1000000000000"	47	0	"236 185972768861/200000000000"	47	0	"598 162656202881/200000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-20	20	46	46	0	"186 137222254759/250000000000"	46	0	"550 325242667369/500000000000"	46	0	"235 32797087059/100000000000"	46	0	"621 432192605957/500000000000"	46	0	"270 29705707003/40000000000"	46	0	"657 115325058423/500000000000"	46	0	"272 64835496313/1000000000000"	46	0	"662 228063610179/1000000000000"	46	0	"264 817039548967/1000000000000"	46	0	"640 22005945637/1000000000000"	46	0	"243 407955837327/1000000000000"	46	0	"626 12344717757/125000000000"	46	0	"213 691796270417/1000000000000"	46	0	"527 559516188379/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-10	-20	47	47	0	"177 233688494601/250000000000"	47	0	"495 32213526159/500000000000"	47	0	"208 538079959161/1000000000000"	47	0	"552 581663950037/1000000000000"	47	0	"242 530383670769/1000000000000"	47	0	"574 874011580437/1000000000000"	47	0	"260 35023924409/40000000000"	47	0	"591 543695282029/1000000000000"	47	0	"269 846038585113/1000000000000"	47	0	"608 474893020343/500000000000"	47	0	"270 321094267427/500000000000"	47	0	"641 680467771263/1000000000000"	47	0	"266 228327689629/1000000000000"	47	0	"594 623974313829/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-10	-10	47	47	0	"189 365032859271/500000000000"	47	0	"507 939842118551/1000000000000"	47	0	"225 337811594317/1000000000000"	47	0	"571 376651437177/500000000000"	47	0	"254 322307061277/1000000000000"	47	0	"599 290257588837/500000000000"	47	0	"268 18577465897/20000000000"	47	0	"606 45701772829/500000000000"	47	0	"273 52437648099/200000000000"	47	0	"635 80471799461/250000000000"	47	0	"268 200617642543/250000000000"	47	0	"605 288171348367/1000000000000"	47	0	"255 143021702699/200000000000"	47	0	"574 14739994647/15625000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-10	0	47	47	0	"194 293529318821/500000000000"	47	0	"531 628260741393/1000000000000"	47	0	"237 140870722589/1000000000000"	47	0	"589 9283752593/250000000000"	47	0	"265 55111109583/100000000000"	47	0	"611 306639313167/500000000000"	47	0	"276 58456275403/200000000000"	47	0	"608 8804810851/500000000000"	47	0	"271 82459176689/100000000000"	47	0	"610 399527175437/1000000000000"	47	0	"264 215538241179/500000000000"	47	0	"586 987169334429/1000000000000"	47	0	"239 641457536381/1000000000000"	47	0	"553 42366095679/50000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-10	10	47	47	0	"204 5061986623/10000000000"	47	0	"561 490174362679/1000000000000"	47	0	"249 38557077127/250000000000"	47	0	"638 88842858429/200000000000"	47	0	"271 896800190177/1000000000000"	47	0	"643 206212233489/500000000000"	47	0	"272 29365679487/62500000000"	47	0	"645 116562193973/250000000000"	47	0	"272 221251141881/250000000000"	47	0	"648 3222546037/50000000000"	47	0	"257 287477603381/500000000000"	47	0	"627 232312598173/1000000000000"	47	0	"231 697174413107/1000000000000"	47	0	"595 10476314541/50000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	-10	20	46	46	0	"213 31450481207/62500000000"	46	0	"596 27781448717/125000000000"	46	0	"258 4085334251/1000000000000"	46	0	"655 209651192973/250000000000"	46	0	"277 234585509651/250000000000"	46	0	"651 249556031/1600000000"	46	0	"275 348680961527/1000000000000"	46	0	"667 151056425687/500000000000"	46	0	"262 228796629277/1000000000000"	46	0	"653 782830388001/1000000000000"	46	0	"242 65159244577/100000000000"	46	0	"630 128104822909/200000000000"	46	0	"201 317546386319/500000000000"	46	0	"466 18245842641/40000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	0	-20	49	49	0	"206 20245392233/62500000000"	49	0	"512 107908866359/1000000000000"	49	0	"236 389003725449/1000000000000"	49	0	"545 239017366787/1000000000000"	49	0	"253 88277709783/1000000000000"	49	0	"564 147965486207/250000000000"	49	0	"264 208689013619/1000000000000"	49	0	"589 432669311/10000000000"	49	0	"273 204449069993/1000000000000"	49	0	"604 890374128043/1000000000000"	49	0	"276 193187417753/250000000000"	49	0	"590 486712051239/500000000000"	49	0	"265 3441388133/25000000000"	49	0	"574 39197342829/250000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	0	-10	49	49	0	"213 81471630803/125000000000"	49	0	"520 747749520421/1000000000000"	49	0	"244 912350275411/1000000000000"	49	0	"554 416514792091/1000000000000"	49	0	"260 11574085717/40000000000"	49	0	"576 253856944189/500000000000"	49	0	"268 124001167829/250000000000"	49	0	"596 239591815089/250000000000"	49	0	"268 371409379933/1000000000000"	49	0	"593 91255937663/1000000000000"	49	0	"271 615961800681/1000000000000"	49	0	"568 492250746021/1000000000000"	49	0	"256 617444792603/1000000000000"	49	0	"552 807597497339/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	0	0	49	49	0	"220 92629778601/500000000000"	49	0	"534 475026590957/1000000000000"	49	0	"254 29712445157/1000000000000"	49	0	"558 915459413917/1000000000000"	49	0	"265 1741321163/3906250000"	49	0	"594 945674483683/1000000000000"	49	0	"270 8595910177/40000000000"	49	0	"593 60890143217/250000000000"	49	0	"270 124410727049/250000000000"	49	0	"579 266616218821/500000000000"	49	0	"264 619810356097/1000000000000"	49	0	"566 714563764741/1000000000000"	49	0	"236 391482542783/500000000000"	49	0	"520 188927289749/200000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	0	10	48	48	0	"231 7499891147/40000000000"	48	0	"590 743079112347/1000000000000"	48	0	"256 962554580057/1000000000000"	48	0	"618 112880894607/125000000000"	48	0	"267 302060086359/500000000000"	48	0	"605 895629913591/1000000000000"	48	0	"270 3555759313/10000000000"	48	0	"646 411939189/200000000000"	48	0	"265 153637728581/200000000000"	48	0	"641 894684826823/1000000000000"	48	0	"243 4133354281/7812500000"	48	0	"605 72049870587/100000000000"	48	0	"231 81961341941/500000000000"	48	0	"538 958722795667/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	0	20	48	48	0	"242 197829728271/500000000000"	48	0	"599 435438703399/1000000000000"	48	0	"266 6764375301/20000000000"	48	0	"625 175589843689/1000000000000"	48	0	"266 731302442563/1000000000000"	48	0	"622 10121914287/20000000000"	48	0	"278 4609705393/20000000000"	48	0	"637 25474078961/31250000000"	48	0	"263 4201001401/40000000000"	48	0	"615 420570519109/500000000000"	48	0	"238 158354955087/1000000000000"	48	0	"577 159410065077/1000000000000"	47	0	"206 793295486699/1000000000000"	47	0	"426 2624376211/50000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	10	-20	49	49	0	"235 373521888971/500000000000"	49	0	"546 111453700917/500000000000"	49	0	"259 217483852659/1000000000000"	49	0	"563 16876319577/125000000000"	49	0	"264 865223198079/1000000000000"	49	0	"584 34512153597/200000000000"	49	0	"273 138878079467/200000000000"	49	0	"596 239591815089/250000000000"	49	0	"273 220495077/2000000000"	49	0	"610 46017230649/100000000000"	49	0	"274 906930257/20000000000"	49	0	"578 45136798469/1000000000000"	49	0	"259 139862022207/200000000000"	49	0	"567 401050316323/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	10	-10	49	49	0	"240 62872419527/200000000000"	49	0	"560 506694904907/1000000000000"	49	0	"259 330516311269/1000000000000"	49	0	"601 13711509799/40000000000"	49	0	"268 317839641853/1000000000000"	49	0	"605 164896801557/250000000000"	49	0	"270 8595910177/40000000000"	49	0	"593 60890143217/250000000000"	49	0	"269 82596084769/125000000000"	49	0	"583 428227314433/500000000000"	49	0	"269 531812370423/1000000000000"	49	0	"566 94985240383/1000000000000"	49	0	"249 19583132503/125000000000"	49	0	"542 538311679731/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	10	0	49	49	0	"248 367713762723/1000000000000"	49	0	"559 604522504419/1000000000000"	49	0	"262 168625377979/200000000000"	49	0	"581 52210850727/500000000000"	49	0	"267 879925384783/1000000000000"	49	0	"584 605911499143/1000000000000"	49	0	"273 118830725693/125000000000"	49	0	"595 815773166177/1000000000000"	49	0	"276 2481878857/4000000000"	49	0	"570 95884215763/250000000000"	49	0	"260 26118690359/40000000000"	49	0	"561 144916203401/1000000000000"	49	0	"231 120778189379/200000000000"	49	0	"520 95916849447/100000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	10	10	49	49	0	"256 72893793103/1000000000000"	49	0	"606 891408321141/1000000000000"	49	0	"266 123244019991/200000000000"	49	0	"611 811410170627/1000000000000"	49	0	"268 38858521537/62500000000"	49	0	"624 113595951621/250000000000"	49	0	"274 360552542519/1000000000000"	49	0	"636 30841910637/125000000000"	49	0	"265 975142229587/1000000000000"	49	0	"612 850033838227/1000000000000"	49	0	"242 3182902453/10000000000"	49	0	"579 717083764781/1000000000000"	49	0	"225 542353369861/1000000000000"	49	0	"518 66398439083/200000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	10	20	48	48	0	"263 15596427131/125000000000"	48	0	"610 18266640007/62500000000"	48	0	"270 197039643081/250000000000"	48	0	"638 113651113311/1000000000000"	48	0	"270 802206677737/1000000000000"	48	0	"672 198251378923/250000000000"	48	0	"272 330816050161/500000000000"	48	0	"628 972658594081/1000000000000"	48	0	"252 118335216021/200000000000"	47	0	"616 48347374039/125000000000"	48	0	"235 64343905997/125000000000"	48	0	"564 156780587833/250000000000"	47	0	"215 426190116551/1000000000000"	45	0	"409 24883414743/40000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	20	-20	48	48	0	"258 459787722331/500000000000"	48	0	"553 12552620849/25000000000"	48	0	"268 210191352523/250000000000"	48	0	"587 133760752887/500000000000"	48	0	"273 324839494031/500000000000"	48	0	"573 4756790627/250000000000"	48	0	"275 895669793169/1000000000000"	48	0	"574 370691217651/1000000000000"	48	0	"280 383391597259/500000000000"	48	0	"586 140210758263/200000000000"	48	0	"272 193302692863/1000000000000"	48	0	"561 187944945199/500000000000"	48	0	"261 849360626207/1000000000000"	48	0	"568 253010311063/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	20	-10	49	49	0	"261 399923365213/1000000000000"	49	0	"579 143492730869/250000000000"	49	0	"269 220666854029/1000000000000"	49	0	"589 387479065831/1000000000000"	49	0	"270 141262618769/1000000000000"	49	0	"587 818144771093/1000000000000"	49	0	"276 432859778237/500000000000"	49	0	"595 815773166177/1000000000000"	49	0	"273 801720773799/1000000000000"	49	0	"587 25594032773/62500000000"	49	0	"266 7593336221/7812500000"	49	0	"576 65346181359/250000000000"	49	0	"244 357122257683/500000000000"	49	0	"544 91064556647/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	20	0	49	49	0	"261 86099054389/1000000000000"	49	0	"584 492297213767/1000000000000"	49	0	"268 277797395613/1000000000000"	49	0	"600 122132988471/125000000000"	49	0	"271 758622368703/1000000000000"	49	0	"609 35690948739/500000000000"	49	0	"274 40311295749/250000000000"	49	0	"584 38024165993/125000000000"	49	0	"270 99105312921/125000000000"	49	0	"576 266451429/781250000"	49	0	"249 224331159309/500000000000"	49	0	"551 226320680869/500000000000"	49	0	"225 17234424297/125000000000"	49	0	"516 164001079347/200000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	20	10	49	49	0	"271 193988276157/250000000000"	49	0	"593 965556066049/1000000000000"	49	0	"268 715329141451/1000000000000"	49	0	"600 975778463447/1000000000000"	49	0	"270 193355450419/250000000000"	49	0	"642 698053471069/1000000000000"	49	0	"270 39876257257/62500000000"	49	0	"591 100808807311/125000000000"	49	0	"256 326027037237/1000000000000"	49	0	"609 2956636713/1000000000000"	49	0	"238 666769653007/1000000000000"	49	0	"577 746228187541/1000000000000"	49	0	"215 70583416391/500000000000"	49	0	"466 410189372643/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W025"	20	20	46	46	0	"272 484967295093/1000000000000"	46	0	"607 136197411929/1000000000000"	46	0	"269 784307499989/1000000000000"	46	0	"681 85783185081/100000000000"	46	0	"275 312613975769/1000000000000"	46	0	"656 199566385779/1000000000000"	46	0	"260 710975192507/1000000000000"	46	0	"637 238750344991/500000000000"	46	0	"246 387032097693/1000000000000"	46	0	"595 98096095411/1000000000000"	46	0	"227 199845072503/1000000000000"	46	0	"548 547023475957/1000000000000"	41	0	"185 623264667147/1000000000000"	41	0	"412 535050001253/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-20	-20	47	46	0	"165 71177099997/200000000000"	47	0	"406 402255599/2000000000"	47	0	"200 235707104179/250000000000"	47	0	"511 7344400643/8000000000"	47	0	"220 153887426239/250000000000"	47	0	"568 217142011751/1000000000000"	47	0	"249 366039970119/500000000000"	47	0	"601 84814502177/500000000000"	47	0	"263 47019735443/62500000000"	47	0	"595 153560043257/1000000000000"	47	0	"268 518017367877/1000000000000"	47	0	"608 209558398361/500000000000"	47	0	"264 980633027591/1000000000000"	47	0	"587 209496798787/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-20	-10	47	46	0	"175 35905698417/50000000000"	47	0	"446 339324280671/1000000000000"	47	0	"199 153814613461/500000000000"	47	0	"534 46316468859/100000000000"	47	0	"237 724479065513/1000000000000"	47	0	"569 49686057349/1000000000000"	47	0	"260 875823738477/1000000000000"	47	0	"596 825279744937/1000000000000"	47	0	"273 229903379559/250000000000"	47	0	"606 363366952883/1000000000000"	47	0	"272 2266334913/3906250000"	47	0	"601 339033103501/500000000000"	47	0	"258 17756582799/31250000000"	47	0	"587 81016149201/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-20	0	47	47	0	"182 204856131487/250000000000"	47	0	"467 697106683183/1000000000000"	47	0	"209 286575822167/1000000000000"	47	0	"565 126240761799/1000000000000"	47	0	"248 80332982093/200000000000"	47	0	"607 18282730251/250000000000"	47	0	"268 30948627429/40000000000"	47	0	"607 361320865453/500000000000"	47	0	"273 132056259117/200000000000"	47	0	"615 358689055799/1000000000000"	47	0	"267 39211137321/1000000000000"	47	0	"607 930040780333/1000000000000"	47	0	"247 328754186663/1000000000000"	47	0	"546 194685757913/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-20	10	47	47	0	"187 666324374499/1000000000000"	47	0	"518 31013400699/100000000000"	47	0	"225 77981986013/500000000000"	47	0	"629 20876106293/40000000000"	47	0	"261 9596458647/500000000000"	47	0	"658 65206278723/100000000000"	47	0	"275 119162491851/500000000000"	47	0	"644 24485108631/62500000000"	47	0	"270 494662878873/1000000000000"	47	0	"659 135235509927/1000000000000"	47	0	"258 8281429617/12500000000"	47	0	"636 985040632381/1000000000000"	47	0	"238 45230341581/125000000000"	47	0	"593 27722703623/62500000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-20	20	47	47	0	"184 513177861983/1000000000000"	47	0	"547 121340557033/200000000000"	47	0	"236 52329972941/200000000000"	47	0	"628 1361060293/15625000000"	47	0	"269 53891534451/1000000000000"	47	0	"655 12505832407/125000000000"	47	0	"271 39435479887/50000000000"	47	0	"660 219116271237/250000000000"	47	0	"265 3893168663/20000000000"	47	0	"644 31965924393/250000000000"	47	0	"246 13605409617/40000000000"	47	0	"628 449727661163/500000000000"	47	0	"219 254633638147/1000000000000"	47	0	"518 302118815027/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-10	-20	47	47	0	"176 450917258163/1000000000000"	47	0	"500 275849589773/1000000000000"	47	0	"209 310594900967/500000000000"	47	0	"554 27491937359/200000000000"	47	0	"244 143444430919/1000000000000"	47	0	"579 270412825799/1000000000000"	47	0	"260 875823738477/1000000000000"	47	0	"605 161872262907/200000000000"	47	0	"268 144638927067/500000000000"	47	0	"608 207807875191/250000000000"	47	0	"270 1697762597/3125000000"	47	0	"634 3331619601/20000000000"	47	0	"266 218408489379/1000000000000"	47	0	"596 4515539797/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-10	-10	47	47	0	"191 393877224253/1000000000000"	47	0	"508 421534388763/500000000000"	47	0	"223 155304955631/250000000000"	47	0	"578 32344279451/200000000000"	47	0	"253 403389611177/500000000000"	47	0	"625 501687755149/1000000000000"	47	0	"268 30948627429/40000000000"	47	0	"607 361320865453/500000000000"	47	0	"273 592255600917/1000000000000"	47	0	"631 58997390571/250000000000"	47	0	"269 49824537911/250000000000"	47	0	"602 7090532703/8000000000"	47	0	"256 99992406707/500000000000"	47	0	"576 84573737457/250000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-10	0	47	47	0	"194 42964600229/200000000000"	47	0	"534 360684214339/500000000000"	47	0	"237 35692926627/1000000000000"	47	0	"591 21298970417/40000000000"	47	0	"265 104130068893/500000000000"	47	0	"609 5267565049/8000000000"	47	0	"276 537628910821/1000000000000"	47	0	"607 83444683253/250000000000"	47	0	"272 3768445059/15625000000"	47	0	"610 751733458059/1000000000000"	47	0	"260 463177199329/500000000000"	47	0	"597 703776712221/1000000000000"	47	0	"242 57151432031/1000000000000"	47	0	"555 20571143489/62500000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-10	10	47	47	0	"204 438480703887/500000000000"	47	0	"563 447335879067/1000000000000"	47	0	"249 61984514899/125000000000"	47	0	"640 649546250011/1000000000000"	47	0	"270 453773388167/500000000000"	47	0	"646 959189853227/1000000000000"	47	0	"271 39435479887/50000000000"	47	0	"642 27172420991/200000000000"	47	0	"270 120521323649/500000000000"	47	0	"654 139329730753/250000000000"	47	0	"257 477340452961/1000000000000"	47	0	"627 96080853711/125000000000"	47	0	"233 50065823721/62500000000"	47	0	"591 38707369957/100000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	-10	20	46	46	0	"216 393904115259/1000000000000"	46	0	"596 7611475801/40000000000"	46	0	"258 636395717247/1000000000000"	46	0	"654 66022439577/125000000000"	46	0	"277 10936955923/100000000000"	46	0	"637 445315378409/500000000000"	46	0	"276 16729750039/250000000000"	46	0	"667 841984682297/1000000000000"	46	0	"267 53558590277/500000000000"	46	0	"657 285300986123/1000000000000"	46	0	"246 136002229943/500000000000"	46	0	"609 18363397/19531250"	46	0	"209 794356630043/1000000000000"	46	0	"470 244815738141/250000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	0	-20	49	49	0	"206 462231048259/1000000000000"	49	0	"512 965825582423/1000000000000"	49	0	"236 462620264799/500000000000"	49	0	"545 12159923221/125000000000"	49	0	"252 65077903783/250000000000"	49	0	"581 77545138737/100000000000"	49	0	"263 641846562921/1000000000000"	49	0	"586 102967688523/125000000000"	49	0	"274 169455283473/1000000000000"	49	0	"610 98393952039/250000000000"	49	0	"276 323389217319/1000000000000"	49	0	"588 292963164223/1000000000000"	49	0	"264 293678517351/500000000000"	49	0	"573 303183009559/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	0	-10	49	49	0	"213 8033287997/15625000000"	49	0	"526 945892376869/1000000000000"	49	0	"246 5638274727/25000000000"	49	0	"561 149150893541/500000000000"	49	0	"260 165980038607/250000000000"	49	0	"595 8494925291/125000000000"	49	0	"268 786220668849/1000000000000"	49	0	"576 599432647857/1000000000000"	49	0	"268 113984086481/200000000000"	49	0	"594 390738661073/1000000000000"	49	0	"272 77016844667/500000000000"	49	0	"566 67888481807/250000000000"	49	0	"255 1094814451/1562500000"	49	0	"548 1772313973/12500000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	0	0	49	49	0	"220 20030855073/200000000000"	49	0	"535 780773457129/1000000000000"	49	0	"253 947605492093/1000000000000"	49	0	"570 46259338981/125000000000"	49	0	"265 780815688751/1000000000000"	49	0	"593 119621762051/125000000000"	49	0	"270 60604452397/1000000000000"	49	0	"591 48748395541/50000000000"	49	0	"270 39521277033/1000000000000"	49	0	"581 172639348267/500000000000"	49	0	"261 90743080693/100000000000"	49	0	"566 628337239941/1000000000000"	49	0	"239 234361626653/1000000000000"	49	0	"522 289713942631/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	0	10	49	49	0	"232 208876310133/1000000000000"	49	0	"593 39335587053/50000000000"	49	0	"258 216348943681/250000000000"	49	0	"613 44806143403/250000000000"	49	0	"267 668434904447/1000000000000"	49	0	"603 193761275003/500000000000"	49	0	"270 198329467853/1000000000000"	49	0	"637 51596146883/125000000000"	49	0	"268 156107918897/250000000000"	49	0	"616 51536380731/1000000000000"	49	0	"247 753565525811/1000000000000"	49	0	"611 149696298869/1000000000000"	49	0	"230 335574944027/1000000000000"	49	0	"551 238177047279/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	0	20	49	49	0	"241 8504451443/40000000000"	49	0	"597 68994170899/100000000000"	49	0	"268 33713891739/50000000000"	49	0	"635 244021635671/250000000000"	49	0	"270 69022219767/500000000000"	49	0	"613 147056602861/200000000000"	49	0	"274 20422658769/62500000000"	49	0	"641 70178866509/1000000000000"	49	0	"262 77301172293/125000000000"	49	0	"610 375139939027/500000000000"	49	0	"238 254387234323/500000000000"	49	0	"570 848242790351/1000000000000"	46	0	"198 895774604891/1000000000000"	49	0	"424 403281644837/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	10	-20	49	49	0	"233 261165009973/500000000000"	49	0	"546 40476442777/125000000000"	49	0	"256 139297498383/1000000000000"	49	0	"571 139094116653/500000000000"	49	0	"265 895963736419/1000000000000"	49	0	"605 849749937127/1000000000000"	49	0	"273 120969616323/200000000000"	49	0	"604 840881730811/1000000000000"	49	0	"272 150557151193/200000000000"	49	0	"606 50512511943/500000000000"	49	0	"275 27565047589/200000000000"	49	0	"577 773959828941/1000000000000"	49	0	"259 343707092507/1000000000000"	49	0	"567 97735441081/100000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	10	-10	49	49	0	"239 950981206287/1000000000000"	49	0	"561 57416929953/250000000000"	49	0	"259 8908472109/25000000000"	49	0	"597 817485518829/1000000000000"	49	0	"267 14411325741/1000000000000"	49	0	"602 199274001/781250000"	49	0	"270 60604452397/1000000000000"	49	0	"591 48748395541/50000000000"	49	0	"269 634153872697/1000000000000"	49	0	"584 268546695747/1000000000000"	49	0	"269 440562389503/500000000000"	49	0	"563 90366144573/100000000000"	49	0	"249 393920696917/1000000000000"	49	0	"539 61152328873/100000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	10	0	49	49	0	"247 228182996217/500000000000"	49	0	"564 159798558433/250000000000"	49	0	"263 1492959753/6250000000"	49	0	"615 9019273133/200000000000"	49	0	"268 780907467069/1000000000000"	49	0	"587 709017392697/1000000000000"	49	0	"273 698843986497/1000000000000"	49	0	"595 257830469319/500000000000"	49	0	"276 664473285733/1000000000000"	49	0	"568 52887469433/250000000000"	49	0	"261 356750239891/1000000000000"	49	0	"546 40328479317/62500000000"	49	0	"234 112206192221/250000000000"	49	0	"512 1412139987/6250000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	10	10	49	49	0	"256 5748453549/125000000000"	49	0	"614 338758493679/500000000000"	49	0	"267 69085021551/1000000000000"	49	0	"611 134302914443/500000000000"	49	0	"268 285754196763/1000000000000"	49	0	"622 702599921411/1000000000000"	49	0	"274 20422658769/62500000000"	49	0	"641 70178866509/1000000000000"	49	0	"266 115830138781/200000000000"	49	0	"607 242442549411/1000000000000"	49	0	"246 185675048777/500000000000"	49	0	"578 283212062847/500000000000"	49	0	"226 96561803481/100000000000"	49	0	"518 5261656281/25000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	10	20	47	47	0	"260 636167925483/1000000000000"	47	0	"612 41910527819/62500000000"	47	0	"270 843940463181/1000000000000"	47	0	"616 919997515689/1000000000000"	47	0	"271 658592804091/1000000000000"	47	0	"672 59349565481/100000000000"	47	0	"271 104303448189/1000000000000"	47	0	"650 184793781437/250000000000"	47	0	"252 259460612351/500000000000"	47	0	"614 143098412609/1000000000000"	47	0	"231 36902957267/50000000000"	47	0	"569 68609768237/1000000000000"	47	0	"210 195292333911/200000000000"	46	0	"442 117581272171/200000000000"
