"speaker_split"	"tracker_id"	"start_offset_ms"	"end_offset_ms"	"paired_speaker_support"	"f1_20_positive_speakers"	"f1_20_zero_speakers"	"dress_minus_fleece_f1_20_median_hz"	"f2_20_positive_speakers"	"f2_20_zero_speakers"	"fleece_minus_dress_f2_20_median_hz"	"f1_30_positive_speakers"	"f1_30_zero_speakers"	"dress_minus_fleece_f1_30_median_hz"	"f2_30_positive_speakers"	"f2_30_zero_speakers"	"fleece_minus_dress_f2_30_median_hz"	"f1_40_positive_speakers"	"f1_40_zero_speakers"	"dress_minus_fleece_f1_40_median_hz"	"f2_40_positive_speakers"	"f2_40_zero_speakers"	"fleece_minus_dress_f2_40_median_hz"	"f1_50_positive_speakers"	"f1_50_zero_speakers"	"dress_minus_fleece_f1_50_median_hz"	"f2_50_positive_speakers"	"f2_50_zero_speakers"	"fleece_minus_dress_f2_50_median_hz"	"f1_60_positive_speakers"	"f1_60_zero_speakers"	"dress_minus_fleece_f1_60_median_hz"	"f2_60_positive_speakers"	"f2_60_zero_speakers"	"fleece_minus_dress_f2_60_median_hz"	"f1_70_positive_speakers"	"f1_70_zero_speakers"	"dress_minus_fleece_f1_70_median_hz"	"f2_70_positive_speakers"	"f2_70_zero_speakers"	"fleece_minus_dress_f2_70_median_hz"	"f1_80_positive_speakers"	"f1_80_zero_speakers"	"dress_minus_fleece_f1_80_median_hz"	"f2_80_positive_speakers"	"f2_80_zero_speakers"	"fleece_minus_dress_f2_80_median_hz"
"DEVELOPMENT_EVEN"	"T5500_W030"	20	-20	48	48	0	"258 44436954007/125000000000"	48	0	"554 724326413173/1000000000000"	48	0	"268 4896376827/125000000000"	48	0	"584 23879304283/31250000000"	48	0	"273 477194539071/1000000000000"	48	0	"571 98250847227/500000000000"	48	0	"275 995059987071/1000000000000"	48	0	"573 148504851871/200000000000"	48	0	"276 211632950781/250000000000"	48	0	"589 136859052959/250000000000"	48	0	"270 621432126901/1000000000000"	48	0	"561 283876259541/500000000000"	48	0	"258 64647817559/200000000000"	48	0	"567 769410669279/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	20	-10	49	49	0	"260 276745559997/500000000000"	49	0	"594 20626515679/50000000000"	49	0	"269 195844042383/1000000000000"	49	0	"601 143909999747/500000000000"	49	0	"270 774514077/15625000000"	49	0	"610 201025661/500000000000"	49	0	"277 425414082549/1000000000000"	49	0	"595 257830469319/500000000000"	49	0	"273 942039489329/1000000000000"	49	0	"582 860134132579/1000000000000"	49	0	"267 1994003591/12500000000"	49	0	"571 54483540883/250000000000"	49	0	"245 182287586561/250000000000"	49	0	"538 101074972801/500000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	20	0	49	49	0	"261 809215991429/1000000000000"	49	0	"589 56998522543/500000000000"	49	0	"268 348518264713/1000000000000"	49	0	"574 251385042987/1000000000000"	49	0	"270 159725032669/200000000000"	49	0	"587 252890121081/1000000000000"	49	0	"273 410529886937/500000000000"	49	0	"576 86497208337/100000000000"	49	0	"270 21148265811/40000000000"	49	0	"581 29499101783/500000000000"	49	0	"252 515866847227/1000000000000"	49	0	"549 810967988807/1000000000000"	49	0	"230 208836402337/500000000000"	49	0	"519 344107127713/1000000000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	20	10	49	49	0	"271 306769109021/1000000000000"	49	0	"616 83716641329/125000000000"	49	0	"269 17772026547/31250000000"	49	0	"619 422906238943/1000000000000"	49	0	"270 227849296641/250000000000"	49	0	"641 2754760603/250000000000"	49	0	"271 104303448189/1000000000000"	49	0	"591 8935652409/100000000000"	49	0	"258 767503618469/1000000000000"	49	0	"615 29143515673/31250000000"	49	0	"240 84032288081/500000000000"	49	0	"573 696910004587/1000000000000"	49	0	"223 4191916467/25000000000"	49	0	"499 59092148367/62500000000"
"DEVELOPMENT_EVEN"	"T5500_W030"	20	20	47	47	0	"272 411312219187/1000000000000"	47	0	"595 849096465697/1000000000000"	47	0	"268 19280862253/25000000000"	47	0	"659 11136821211/31250000000"	47	0	"274 69909170491/200000000000"	47	0	"655 433256122807/500000000000"	47	0	"258 344079087123/500000000000"	47	0	"618 4662454123/25000000000"	47	0	"244 896118146571/1000000000000"	47	0	"598 456948754053/1000000000000"	46	0	"226 29341211621/100000000000"	47	0	"559 107428814847/1000000000000"	42	0	"175 593790490961/1000000000000"	43	0	"409 62462197953/100000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-20	-20	46	44	0	"161 4328255669/20000000000"	44	0	"484 211328057299/1000000000000"	46	0	"207 488144946831/1000000000000"	45	0	"522 868124001/250000000000"	46	0	"229 205816422599/500000000000"	46	0	"563 232678263567/500000000000"	46	0	"249 351304967829/500000000000"	46	0	"600 206491736981/250000000000"	46	0	"269 495687112853/1000000000000"	46	0	"625 110525436307/125000000000"	46	0	"282 957043329979/1000000000000"	46	0	"627 247262908849/500000000000"	46	0	"279 4671539477/125000000000"	46	0	"628 160828626859/200000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-20	-10	46	45	0	"172 792080029061/1000000000000"	45	0	"469 151191086169/200000000000"	46	0	"214 436182698921/1000000000000"	46	0	"514 3221391923/25000000000"	46	0	"239 82564634287/250000000000"	46	0	"583 665902116601/1000000000000"	46	0	"263 173477393837/1000000000000"	46	0	"617 181095555467/200000000000"	46	0	"280 458601711377/500000000000"	46	0	"631 299458828741/500000000000"	46	0	"286 38219577849/200000000000"	46	0	"633 30145977267/62500000000"	46	0	"272 843168663743/1000000000000"	46	0	"617 131734845007/250000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-20	0	47	45	0	"188 183279328003/250000000000"	47	0	"436 917762012559/1000000000000"	47	0	"213 1573169089/10000000000"	47	0	"550 73914393283/250000000000"	47	0	"244 287757639143/500000000000"	47	0	"626 761441776517/1000000000000"	47	0	"274 616617544247/1000000000000"	47	0	"634 170508130201/500000000000"	47	0	"292 50802647119/250000000000"	47	0	"635 82396851169/125000000000"	47	0	"276 408084317109/500000000000"	47	0	"659 162281540809/200000000000"	47	0	"251 729256144261/1000000000000"	47	0	"599 147127568219/200000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-20	10	44	44	0	"197 23194239113/62500000000"	44	0	"565 820093208367/1000000000000"	44	0	"227 319430888279/500000000000"	44	0	"657 114903393907/500000000000"	44	0	"263 800597610801/1000000000000"	44	0	"645 396079034599/1000000000000"	44	0	"282 30762407371/500000000000"	44	0	"687 430957780669/1000000000000"	44	0	"276 348132581069/1000000000000"	44	0	"676 192348014107/1000000000000"	44	0	"273 419449801227/1000000000000"	44	0	"685 72797681317/200000000000"	44	0	"247 531473596679/1000000000000"	44	0	"589 359169681553/500000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-20	20	44	44	0	"205 191768467007/200000000000"	44	0	"567 18908400261/40000000000"	44	0	"238 302893759097/1000000000000"	44	0	"645 157577043017/250000000000"	44	0	"274 36920847481/100000000000"	44	0	"653 143382206821/200000000000"	44	0	"287 321763034289/1000000000000"	44	0	"682 513856173959/1000000000000"	44	0	"278 695009237451/1000000000000"	44	0	"675 20961630161/40000000000"	44	0	"253 181275236291/1000000000000"	44	0	"637 333545997879/1000000000000"	44	0	"232 725813097089/1000000000000"	42	0	"541 197486908151/250000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-10	-20	46	46	0	"201 870436457371/1000000000000"	46	0	"527 269690953027/500000000000"	46	0	"217 5211838957/6250000000"	46	0	"562 43840591829/200000000000"	46	0	"244 731052310871/1000000000000"	46	0	"591 66344877397/100000000000"	46	0	"263 36511711079/1000000000000"	46	0	"636 303934799461/1000000000000"	46	0	"276 956428345483/1000000000000"	46	0	"628 79566807039/100000000000"	46	0	"283 32172887507/62500000000"	46	0	"627 335596108251/500000000000"	46	0	"277 56181033063/62500000000"	46	0	"638 183359121791/500000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-10	-10	46	46	0	"200 160442257473/250000000000"	46	0	"540 25986640121/31250000000"	46	0	"230 485577115633/1000000000000"	46	0	"593 181444355173/500000000000"	46	0	"254 91226224041/200000000000"	46	0	"625 184359146369/500000000000"	46	0	"274 829289097333/1000000000000"	46	0	"640 48569098383/100000000000"	46	0	"283 920171287211/1000000000000"	46	0	"639 233769725997/1000000000000"	46	0	"280 937833611949/1000000000000"	46	0	"632 702145917217/1000000000000"	46	0	"262 109646030831/1000000000000"	46	0	"622 15798099229/250000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-10	0	46	46	0	"205 19225362939/100000000000"	46	0	"552 874474183401/1000000000000"	46	0	"237 602979417553/1000000000000"	46	0	"621 883584736763/1000000000000"	46	0	"265 260101158517/500000000000"	46	0	"641 338989652561/1000000000000"	46	0	"280 106595476969/125000000000"	46	0	"635 718331390063/1000000000000"	46	0	"285 235824547139/250000000000"	46	0	"638 1755412637/31250000000"	46	0	"276 13483271741/125000000000"	46	0	"640 619500888379/1000000000000"	46	0	"252 37059111069/50000000000"	46	0	"582 768042243797/1000000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-10	10	45	45	0	"212 724010006281/1000000000000"	45	0	"625 377172579459/500000000000"	45	0	"250 89447100549/250000000000"	45	0	"665 10164545959/15625000000"	45	0	"274 62023560927/250000000000"	45	0	"664 71833092217/200000000000"	45	0	"285 3125923703/25000000000"	45	0	"690 798159216213/1000000000000"	45	0	"277 120365898521/250000000000"	45	0	"680 207402919157/250000000000"	45	0	"269 408941839077/1000000000000"	45	0	"657 171188145669/200000000000"	45	0	"237 474316703513/500000000000"	45	0	"559 460773384711/500000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	-10	20	44	44	0	"220 358015501301/1000000000000"	44	0	"627 190777723379/1000000000000"	44	0	"260 15658250523/125000000000"	44	0	"646 443415820693/500000000000"	44	0	"285 919385621759/1000000000000"	44	0	"667 810494342953/1000000000000"	44	0	"280 495766362687/500000000000"	44	0	"674 77004960407/250000000000"	44	0	"277 399451705559/1000000000000"	44	0	"664 66706608687/100000000000"	44	0	"256 664215018071/1000000000000"	44	0	"603 350226500209/500000000000"	43	0	"219 11664225663/20000000000"	42	0	"570 693110296379/1000000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	0	-20	48	48	0	"209 76342904759/250000000000"	48	0	"542 372303866073/500000000000"	48	0	"234 410742140953/1000000000000"	48	0	"585 819727691299/1000000000000"	48	0	"256 149221785817/1000000000000"	48	0	"586 9448735109/125000000000"	48	0	"268 712367799073/1000000000000"	48	0	"626 396845289697/500000000000"	48	0	"279 128154766223/1000000000000"	48	0	"634 122413911911/200000000000"	48	0	"283 822743660553/1000000000000"	48	0	"612 43416342891/250000000000"	48	0	"267 120089048079/125000000000"	48	0	"605 119799951021/250000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	0	-10	48	48	0	"220 23204381703/200000000000"	48	0	"560 45394202131/100000000000"	48	0	"246 326200148237/1000000000000"	48	0	"593 429735338623/1000000000000"	48	0	"262 163720584107/500000000000"	48	0	"608 51434587617/1000000000000"	48	0	"277 40720015281/250000000000"	48	0	"621 182926062037/500000000000"	48	0	"281 134017334957/250000000000"	48	0	"605 53464013829/1000000000000"	48	0	"273 507727602743/1000000000000"	48	0	"606 14485200409/100000000000"	48	0	"263 69743352663/500000000000"	48	0	"578 296233035467/500000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	0	0	48	48	0	"225 212881806977/250000000000"	48	0	"573 456548020379/1000000000000"	48	0	"254 37151954209/62500000000"	48	0	"610 11363804457/15625000000"	48	0	"272 717409612461/1000000000000"	48	0	"610 125538663043/200000000000"	48	0	"282 197517927831/1000000000000"	48	0	"627 401962607521/1000000000000"	48	0	"282 48435316953/50000000000"	48	0	"616 7898608251/125000000000"	48	0	"261 72789578093/125000000000"	48	0	"586 17906649997/1000000000000"	48	0	"247 80002644379/200000000000"	47	0	"542 313688352423/500000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	0	10	46	46	0	"235 14400519383/25000000000"	46	0	"622 178211448183/500000000000"	46	0	"263 400745344343/500000000000"	46	0	"635 46792901029/125000000000"	46	0	"278 23253642451/31250000000"	46	0	"643 189632678429/1000000000000"	46	0	"280 8851234683/20000000000"	46	0	"639 195809221313/250000000000"	46	0	"276 19758004179/250000000000"	46	0	"637 39169249227/200000000000"	46	0	"261 765065177481/1000000000000"	46	0	"605 44119964651/62500000000"	46	0	"231 241801518701/250000000000"	46	0	"528 18004370913/125000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	0	20	47	47	0	"243 153523809797/250000000000"	47	0	"637 16041804703/100000000000"	47	0	"271 4371941961/1000000000000"	47	0	"665 72297968209/500000000000"	47	0	"282 858136734301/1000000000000"	47	0	"681 212309218887/250000000000"	47	0	"285 115840858/244140625"	47	0	"657 432905063603/1000000000000"	47	0	"273 23201900827/200000000000"	47	0	"634 328624746609/1000000000000"	47	0	"248 661529132239/1000000000000"	47	0	"574 57291829233/100000000000"	44	0	"198 20373650949/50000000000"	46	0	"527 686316050689/1000000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	10	-20	48	48	0	"239 471832768651/1000000000000"	48	0	"589 38608644057/125000000000"	48	0	"261 5856499139/12500000000"	48	0	"604 54870186411/62500000000"	48	0	"271 15276269713/31250000000"	48	0	"617 706745475521/1000000000000"	48	0	"278 519245936851/1000000000000"	48	0	"628 7726076889/20000000000"	48	0	"283 153770379783/500000000000"	48	0	"613 268868120723/1000000000000"	48	0	"280 30966730243/125000000000"	48	0	"610 93369536497/125000000000"	48	0	"266 199595836447/200000000000"	48	0	"598 20713931199/200000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	10	-10	48	48	0	"246 115306640517/200000000000"	48	0	"602 200754025837/1000000000000"	48	0	"262 790011280993/1000000000000"	48	0	"608 81650115431/200000000000"	48	0	"275 269157027989/1000000000000"	48	0	"624 139736133697/200000000000"	48	0	"281 330917981059/1000000000000"	48	0	"615 213520999219/250000000000"	48	0	"284 58120161/10000000000"	48	0	"615 56440041271/1000000000000"	48	0	"274 103852667017/125000000000"	48	0	"613 58513622261/1000000000000"	48	0	"258 92117502811/100000000000"	48	0	"574 59833811481/100000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	10	0	47	47	0	"252 458428235009/1000000000000"	47	0	"614 2015184641/6250000000"	47	0	"265 777887215007/1000000000000"	47	0	"617 722331671583/1000000000000"	47	0	"279 3912169907/20000000000"	47	0	"650 484902418379/1000000000000"	47	0	"282 88957674903/200000000000"	47	0	"617 13378302909/200000000000"	47	0	"271 9766267/500000000000"	47	0	"621 23891139279/500000000000"	47	0	"263 19508887171/100000000000"	47	0	"584 494179381283/500000000000"	47	0	"239 140045797959/250000000000"	47	0	"535 57545708373/250000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	10	10	47	47	0	"261 7657376063/50000000000"	47	0	"642 10857808557/15625000000"	47	0	"281 342535365847/1000000000000"	47	0	"636 51623322509/62500000000"	47	0	"280 6790040471/40000000000"	47	0	"657 478623113279/500000000000"	47	0	"280 514781035249/1000000000000"	47	0	"635 70972216749/100000000000"	47	0	"274 97904979811/500000000000"	47	0	"630 17461700741/40000000000"	47	0	"252 370949986443/500000000000"	47	0	"564 117276544481/500000000000"	47	0	"233 53916506719/100000000000"	46	0	"529 29449425741/40000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	10	20	46	46	0	"261 285830038111/500000000000"	46	0	"655 30967377757/62500000000"	46	0	"277 181691492699/500000000000"	46	0	"672 54621207551/250000000000"	46	0	"279 671219639481/1000000000000"	46	0	"654 486545115699/1000000000000"	46	0	"277 430428311141/1000000000000"	46	0	"673 925238016707/1000000000000"	46	0	"262 101567354691/250000000000"	46	0	"638 31716582199/62500000000"	46	0	"243 214491955201/1000000000000"	45	0	"571 106934883457/200000000000"	43	0	"210 27088546207/62500000000"	44	0	"459 650400169431/1000000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	20	-20	46	46	0	"264 70416412101/500000000000"	46	0	"620 97919167469/200000000000"	46	0	"275 35515686029/62500000000"	46	0	"608 606191260487/1000000000000"	46	0	"279 86193925771/500000000000"	46	0	"619 4347292513/125000000000"	46	0	"284 26872950247/500000000000"	46	0	"613 739586708331/1000000000000"	46	0	"286 32689007091/1000000000000"	46	0	"608 493037025237/500000000000"	46	0	"281 64257211637/100000000000"	46	0	"613 9758333473/250000000000"	46	0	"274 31534139519/125000000000"	46	0	"602 1366158679/25000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	20	-10	48	48	0	"268 697177804217/1000000000000"	48	0	"614 968270894247/1000000000000"	48	0	"277 172395431183/500000000000"	48	0	"620 35881375739/50000000000"	48	0	"283 78886630497/500000000000"	48	0	"633 432909164047/500000000000"	48	0	"284 115163450611/250000000000"	48	0	"609 394258922679/1000000000000"	48	0	"281 401043032507/1000000000000"	48	0	"616 304855370811/500000000000"	48	0	"270 622378280297/1000000000000"	48	0	"588 166667628637/1000000000000"	48	0	"255 133153059843/1000000000000"	48	0	"572 193061303059/1000000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	20	0	47	47	0	"264 100584878183/200000000000"	47	0	"627 63513281659/1000000000000"	47	0	"275 199755116041/1000000000000"	47	0	"643 213310542963/1000000000000"	47	0	"277 139562903341/250000000000"	47	0	"625 142512045889/250000000000"	47	0	"279 31209376469/31250000000"	47	0	"612 359811328759/500000000000"	47	0	"277 37073368833/250000000000"	47	0	"597 22110796889/200000000000"	47	0	"263 93523388913/500000000000"	47	0	"582 52279065063/62500000000"	47	0	"234 8556114451/1000000000000"	47	0	"507 84304494677/500000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	20	10	47	47	0	"278 115232536511/200000000000"	47	0	"632 7220801763/7812500000"	47	0	"280 612353878003/1000000000000"	47	0	"679 662870219733/1000000000000"	47	0	"280 70711802277/125000000000"	47	0	"656 287166411569/1000000000000"	47	0	"278 974561450641/1000000000000"	47	0	"668 28987198841/100000000000"	47	0	"266 1198439973/1600000000"	47	0	"632 50704626943/100000000000"	47	0	"250 47535458533/50000000000"	47	0	"558 325723728031/1000000000000"	47	0	"229 179498430069/200000000000"	45	0	"521 709970780827/1000000000000"
"DEVELOPMENT_EVEN"	"T6000_W025"	20	20	46	46	0	"272 363297466317/500000000000"	46	0	"648 601543323973/1000000000000"	46	0	"279 1256573971/7812500000"	46	0	"656 15439555471/50000000000"	46	0	"279 909845880997/1000000000000"	46	0	"660 432613373991/500000000000"	46	0	"276 26628625267/31250000000"	46	0	"664 133063531999/500000000000"	46	0	"256 94307092943/500000000000"	46	0	"599 741279727719/1000000000000"	46	0	"231 120595590723/1000000000000"	45	0	"575 632132658421/1000000000000"	41	0	"189 268561925693/500000000000"	42	0	"436 419682201057/1000000000000"
