outer_fold,inner_fold,analysis_variant,information_protocol,approximation,rho_prior,hu_tau,model,alpha,training_block_hash,grammar_fit_hash,validation_scoreable_roots,pooled_root_balanced_mean_log_density,selected_alpha
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,e608888f11147286300a4066afd6bd68f763b8cef9bba5fb67d5b0b39575341e,139,-0.30877881567335247,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.01,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,621a75d3e69c64f280f30720c7961d8982b1839984e81be217bfd30421f6ef88,139,-0.2936262722273337,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.1,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,83e3e3da017e46e929e7755333abd9818c17efae05417a8945ef214289152a81,139,-0.35782190125419583,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.0,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,b82eafa11c4cf1b24f409f0bee906e09f416cff6b7bbf4a2847f6fb2f3d9a77a,136,-0.3176381965304957,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.0001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,6501f4f9926aedc841b1be8b377fb6d0c1c86778eee0f491517bd385f2f0f644,136,-0.31646500965611196,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,d3e5e15d810b4343283e88768b428393b78d280ff1f21f0d4f032bb6f3be7335,136,-0.30877881567335247,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.01,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,d7effbd3c0459e4842179da55b4620332de5b71cc3d765127d1c8605676d7f82,136,-0.2936262722273337,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.1,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,36ff9d1542da54aa74d4b19d92bddb5af3d87a44619f9253df97029fe47a8063,136,-0.35782190125419583,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.0,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,50d677ef4c98857a081b1bc349b41263d4d57eb1f641d1ddf9d2dee11a0e6967,138,-0.3176381965304957,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.0001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,8062bb4aa054ebb176dcb855477ff6fb6f73d801bbefe0de84f23bf210ac90e3,138,-0.31646500965611196,0.01
